uid,name,type,programs,alternate_names
6945,"BIN MARWAN, Bilal",individual,SDGT,
6946,"BIN MUHAMMAD, Ayadi Chafiq",individual,SDGT,"AYADI SHAFIQ, Ben Muhammad; AYADI CHAFIK, Ben Muhammad; AIADI, Ben Muhammad; AIADY, Ben Muhammad"
6947,"DARKAZANLI, Mamoun",individual,SDGT,
6948,"HIJAZI, Riad",individual,SDGT,"HIJAZI, Raed M; AL-HAWEN, Abu-Ahmad; AL-MAGHRIBI, Rashid; AL-AMRIKI, Abu-Ahmad; AL-SHAHID, Abu-Ahmad"
6950,"UTHMAN, Omar Mahmoud",individual,SDGT,"AL-FILISTINI, Abu Qatada; TAKFIRI, Abu Umr; ABU UMAR, Abu Omar; UTHMAN, Al-Samman; UMAR, Abu Umar; UTHMAN, Umar"
7006,"AWEYS, Hassan Dahir",individual,SDGT,"ALI, Sheikh Hassan Dahir Aweys; AWES, Shaykh Hassan Dahir"
7114,AL-AQSA ISLAMIC BANK,entity,SDGT,AL-AQSA AL-ISLAMI BANK
7115,BEIT EL-MAL HOLDINGS,entity,SDGT,"ARAB PALESTINIAN BEIT EL-MAL COMPANY; BEIT AL MAL HOLDINGS; BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.; PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD."
7116,HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT,entity,SDGT,OCCUPIED LAND FUND
7132,UMMAH TAMEER E-NAU,entity,SDGT,UMMAH TAMEER I-NAU; UMMAH TAMIR I-NAU; UMMAH TAMIR E-NAU; RECONSTRUCTION OF THE MUSLIM UMMAH; RECONSTRUCTION OF THE ISLAMIC COMMUNITY; FOUNDATION FOR CONSTRUCTION; RECONSTRUCTION FOUNDATION; NATION BUILDING; UMMAT TAMIR-I-PAU; UMMAT TAMIR E-NAU
7133,"MAHMOOD, Sultan Bashir-Ud-Din",individual,SDGT,"MAHMOOD, Sultan Bashiruddin; MEKMUD, Sultan Baishiruddin; MEHMOOD, Dr. Bashir Uddin"
7135,"MAJEED, Abdul",individual,SDGT,"MAJID, Abdul; MAJEED, Chaudhry Abdul"
7138,"TUFAIL, Mohammed",individual,SDGT,"TUFAIL, Sheik Mohammed; TUFAIL, S.M."
7140,LASHKAR E-TAYYIBA,entity,FTO; SDGT,LASHKAR E-TOIBA; LASHKAR-I-TAIBA; ARMY OF THE RIGHTEOUS; ARMY OF THE PURE; ARMY OF THE PURE AND RIGHTEOUS; AL MANSOOREEN; AL MANSOORIAN; PAASBAN-E-KASHMIR; PAASBAN-I-AHLE-HADITH; PASBAN-E-KASHMIR; PASBAN-E-AHLE-HADITH; PAASBAN-E-AHLE-HADIS; JAMAAT-UD-DAWA; JAMA'AT AL-DAWA; JAMAAT UD-DAAWA; JAMAAT UL-DAWAH; JAMAAT-UL-DAWA; JAMA'AT-I-DAWAT; JAMAIAT-UD-DAWA; JAMA'AT-UD-DA'AWAH; JAMA'AT-UD-DA'AWA; JAMAATI-UD-DAWA; IDARA KHIDMAT-E-KHALQ; FALAH-I-INSANIAT FOUNDATION (FIF); FALAH-E-INSANIAT FOUNDATION; FALAH-E-INSANIYAT; FALAH-I-INSANIYAT; FALAH INSANIA; WELFARE OF HUMANITY; HUMANITARIAN WELFARE FOUNDATION; HUMAN WELFARE FOUNDATION; AL-ANFAL TRUST; TEHRIK-E-HURMAT-E-RASOOL; TEHRIK-E-TAHAFUZ QIBLA AWWAL; AL-MUHAMMADIA STUDENTS; KASHMIR FREEDOM MOVEMENT; TEHREEK-E-AZADI-E-KASHMIR; TEHREEK AZADI JAMMU AND KASHMIR; TEHREEK-E-AZADI JAMMU AND KASHMIR; TEHREEK-I-AZADI-I KASHMIR; TEHREEK-E-AZADI-E-JAMMU AND KASHMIR; MOVEMENT FOR FREEDOM OF KASHMIR; MILLI MUSLIM LEAGUE; MILLI MUSLIM LEAGUE PAKISTAN; KASHMIR RESISTANCE FRONT
7141,CONTINUITY IRA,entity,FTO; SDGT,CONTINUITY ARMY COUNCIL; CONTINUITY IRISH REPUBLICAN ARMY; REPUBLICAN SINN FEIN
7142,FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP,entity,SDGT,
7143,LOYALIST VOLUNTEER FORCE,entity,SDGT,
7144,ORANGE VOLUNTEERS,entity,SDGT,
7145,RED HAND DEFENDERS,entity,SDGT,
7146,ULSTER DEFENCE ASSOCIATION,entity,SDGT,ULSTER FREEDOM FIGHTERS
7148,"BOULGHITI, Boubekeur",individual,SDGT,"BOULGHIT, Boubakeur"
7149,REVIVAL OF ISLAMIC HERITAGE SOCIETY,entity,SDGT,JAMIAT IHIA AL-TURATH AL-ISLAMIYA; REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT; JAMIA IHYA UL TURATH; AFGHAN SUPPORT COMMITTEE; AHYA UL TURAS; JAMIAT AYAT-UR-RHAS AL ISLAMIA; JAMIAT IHYA UL TURATH AL ISLAMIA; LAJNAT UL MASA EIDATUL AFGHANIA; AL-FURQAN FOUNDATION WELFARE TRUST; AL-FURQAN CHARITABLE FOUNDATION; AL-FURQAN WELFARE FOUNDATION; ORGANIZATION FOR PEACE AND DEVELOPMENT PAKISTAN; FORKHAN RELIEF ORGANIZATION; AL-FURQAN AL-KHARIYA; AL-FURQAN KHARIA; AL-FORQAN AL-KHAIRYA; AL-FURQAN UL KHAIRA; RAIES KHILQATUL QURANIA FOUNDATION OF PAKISTAN; LAJNATUL FURQAN; HAYAT UR RAS AL-FURQAN; HIYAT ORAZ AL ISLAMIYA; JAMITO AHIA TORAS AL-ISLAMI; JAMIAT AL-HAYA AL-SARAT; AHIYAHU TURUS; AHYA UTRAS; HAYATUTRAS; HAYATURAS; AL-TURAZ TRUST; AL-TURAZ ORGANIZATION; AL FORQAN CHARITY; EAST AND WEST ENTERPRISES
7150,"AL-LIBI, Abd al-Muhsin",individual,SDGT,"ABU BAKR, Ibrahim Ali Muhammad; SABRI, Abdel Ilah; TANTOUSH, Ibrahim Ali Abu Bakr; TANTOUCHE, Ibrahim Abubaker; TANTOUSH, Ibrahim Abubaker"
7151,ACCESOS ELECTRONICOS S.A.DE C.V.,entity,SDNTK,
7152,"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",entity,SDNTK,
7153,"ADP, S.C.",entity,SDNTK,
7154,"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",entity,SDNTK,OASIS BEACH RESORT & CONVENTION CENTER; OASIS BEACH RESORT AND CONVENTION CENTER
7156,"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",entity,SDNTK,DISTRIBUIDORA IMPERIAL; DIBC
7157,"FARMACIA VIDA SUPREMA, S.A. DE C.V.",entity,SDNTK,FARMACIAS VIDA; FARMACIA VIDA
7158,"FORPRES, S.C.",entity,SDNTK,
7160,GEX EXPLORE S. DE R.L. DE C.V.,entity,SDNTK,
7161,"OPERADORA VALPARK, S.A. DE C.V.",entity,SDNTK,
7162,"VALPARK, S.A. DE C.V.",entity,SDNTK,
7163,"AGUILAR AMAO, Miguel",individual,SDNTK,
7164,"AGUIRRE GALINDO, Manuel",individual,SDNTK,
7166,"ARELLANO FELIX, Enedina",individual,SDNTK,"ARELLANO FELIX DE TOLEDO, Enedina"
7167,"FREGOSO AMEZQUITA, Maria Antonieta",individual,SDNTK,
7169,"GIL GARCIA, Jose Alejandro",individual,SDNTK,
7170,"HERNANDEZ PULIDO, Maria Elda",individual,SDNTK,
7172,"MIJARES TRANCOSO, Gilberto",individual,SDNTK,
7173,"MORENO MEDINA, Luis Ignacio",individual,SDNTK,
7174,"OROPEZA MEDRANO, Francisco Javier",individual,SDNTK,
7176,"RAMIREZ AGUIRRE, Sergio Humberto",individual,SDNTK,
7177,"TOLEDO CARREJO, Luis Raul",individual,SDNTK,
7178,"ABAUNZA MARTINEZ, Javier",individual,SDGT,
7179,"ALBERDI URANGA, Itziar",individual,SDGT,
7180,"ALCALDE LINARES, Angel",individual,SDGT,
7181,"ALBISU IRIARTE, Miguel",individual,SDGT,
7182,"ARZALLUS TAPIA, Eusebio",individual,SDGT,
7183,"ELCORO AYASTUY, Paulo",individual,SDGT,
7184,"FIGAL ARRANZ, Antonio Agustin",individual,SDGT,
7185,"GOGEASCOECHEA ARRONATEGUI, Eneko",individual,SDGT,
7186,"GOIRICELAYA GONZALEZ, Cristina",individual,SDGT,
7187,"IPARRAGUIRRE GUENECHEA, Maria Soledad",individual,SDGT,
7188,"MORCILLO TORRES, Gracia",individual,SDGT,
7189,"MUGICA GONI, Ainhoa",individual,SDGT,
7190,"MUNOA ORDOZGOITI, Alona",individual,SDGT,
7191,"NARVAEZ GONI, Juan Jesus",individual,SDGT,
7192,"OLARRA GURIDI, Juan Antonio",individual,SDGT,
7193,"ORBE SEVILLANO, Zigor",individual,SDGT,
7194,"OTEGUI UNANUE, Mikel",individual,SDGT,
7195,"PEREZ ARAMBURU, Jon Inaki",individual,SDGT,
7196,"SAEZ DE EGUILAZ MURGUIONDO, Carlos",individual,SDGT,
7197,"URANGA ARTOLA, Kemen",individual,SDGT,
7198,"VILA MICHELENA, Fermin",individual,SDGT,
7199,AL-HARAMAIN ISLAMIC FOUNDATION,entity,SDGT,AL-HARAMAIN; AL-HARAMEIN; AL-HARAMAYN; ALHARAMAIN FOUNDATION; ALHARAMEIN FOUNDATION; ALHARAMAYN FOUNDATION; AL-HARAMEIN ISLAMIC FOUNDATION; AL-HARAMAYN ISLAMIC FOUNDATION; ALHARAMAIN ISLAMIC FOUNDATION; ALHARAMEIN ISLAMIC FOUNDATION; ALHARAMAYN ISLAMIC FOUNDATION; AL-HARAMAIN HUMANITARIAN FOUNDATION; AL-HARAMEIN HUMANITARIAN FOUNDATION; AL-HARAMAYN HUMANITARIAN FOUNDATION; MU'ASSASAT AL-HARAMAIN AL-KHAYRIYYA; MU'ASSASAT AL-HARAMEIN AL-KHAYRIYYA; MU'ASSASAT AL-HARAMAYN AL-KHAYRIYYA; ALHARAMAIN; ALHARAMEIN; ALHARAMAYN; ALHARAMAIN HUMANITARIAN FOUNDATION; ALHARAMEIN HUMANITARIAN FOUNDATION; ALHARAMAYN HUMANITARIAN FOUNDATION; AL-HARAMAIN FOUNDATION; AL-HARAMEIN FOUNDATION; AL-HARAMAYN FOUNDATION; VAZIR; VEZIR
7200,AL-AQSA MARTYRS BRIGADE,entity,FTO; SDGT,AL-AQSA MARTYRS BATTALION
7201,THE AID ORGANIZATION OF THE ULEMA,entity,SDGT,AL RASHID TRUST; AL RASHEED TRUST; AL-RASHEED TRUST; AL-RASHID TRUST
7203,"AOUADI, Mohamed Ben Belgacem",individual,SDGT,"AOUADI, Mohamed Ben Belkacem"
7204,"BEN HENI, Lased",individual,SDGT,"BEN HANI, Al As'ad"
7205,"BOUCHOUCHA, Mokhtar",individual,SDGT,"BUSHUSHA, Mokhtar; BOUCHOUCHA, Al-Mokhtar Ben Mohamed Ben Al-Mokhtar"
7207,"ES SAYED, Abdelkader Mahmoud",individual,SDGT,"ES SAYED, Kader"
7208,"ESSID, Sami Ben Khemais",individual,SDGT,"ELSSEID, Sami Ben Khamis Ben Saleh"
7209,"AL-FAWAZ, Khalid Abd al-Rahman Hamd",individual,SDGT,"AL-FAUWAZ, Khaled; AL-FAUWAZ, Khaled A.; AL-FAWWAZ, Khalid; AL FAWWAZ, Khalid; AL FAWWAZ, Khaled; AL-FAWWAZ, Khaled; AL FAWAZ, Khalid Abdulrahman H."
7210,"AL-MASRI, Abu Hamza",individual,SDGT,"AL-MISRI, Abu Hamza; MUSTAFA, Mustafa Kamel; KAMEL, Mustafa; EMAN, Adam Ramsey"
7211,"APAOLAZA SANCHO, Ivan",individual,SDGT,
7212,"BERASATEGUI ESCUDERO, Ismael",individual,SDGT,
7213,"GALLASTEGUI SODUPE, Lexuri",individual,SDGT,
7214,"PALACIOS ALDAY, Gorka",individual,SDGT,
7215,"QUINTANA ZORROZUA, Asier",individual,SDGT,
7216,"RUBENACH ROIG, Juan Luis",individual,SDGT,
7217,"ZUBIAGA BRAVO, Manex",individual,SDGT,
7219,ASKATASUNA,entity,SDGT,GESTORAS PRO-AMNISTIA
7220,"DA COSTA, Luis Fernando",individual,SDNTK,"BEIRA-MAR, Fernandinho"
7221,"GONZALEZ QUIRARTE, Eduardo",individual,SDNTK,"GONZALEZ QUIRARTE, Lalo; GONZALEZ QUIRARTE, Jose; GONZALEZ LOPEZ, Gregorio; ORELLANA ERAZO, Hector Manuel; GOMEZ CHAVEZ, Gabriel"
7222,"IBRAHIM, Haji",individual,SDNTK,"KHAN AFRIDI, Haji Ibrahim; KHAN, Haji Ibrahim; IBRAHIM, Haji Ehai"
7223,"KNOWLES, Samuel",individual,SDNTK,"KNOWLES, JR., Samuel"
7224,"TUITO, Oded",individual,SDNTK,"TVITO, Oded; TUITO, Daniel; TVITO, Daniel; TUITO, David; MAMO, Eliyahu; REVIVO, Simon"
7226,"ZAMBADA GARCIA, Ismael",individual,SDNTK; ILLICIT-DRUGS-EO14059,"ZAMBADA, El Mayo; LOPEZ LANDEROS, Geronimo; HERNANDEZ GARCIA, Javier; ZAMBADA GARCIA, Ismael Mario"
7227,BABBAR KHALSA INTERNATIONAL,entity,SDGT,
7228,INTERNATIONAL SIKH YOUTH FEDERATION,entity,SDGT,
7234,NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,entity,FTO; SDGT,NPA; NEW PEOPLE'S ARMY; COMMUNIST PARTY OF THE PHILIPPINES
7235,"SISON, Jose Maria",individual,SDGT,"LIWINAG, Armando"
7251,"BEN SOLTANE, Adel",individual,SDGT,"BEN SOLTANE, Adel Ben Al-Azhar Ben Youssef"
7252,"BEN ATTIA, Nabil Ben Mohamed Ben Ali",individual,SDGT,
7253,"CHEKKOURI, Yassine",individual,SDGT,
7254,"JELASSI, Riadh Ben Belkassem Ben Mohamed",individual,SDGT,
7255,"KAMMOUN, Mehdi",individual,SDGT,"KAMMOUN, Mehdi Ben Mohamed Ben Mohamed"
7256,"KISHK, Samir",individual,SDGT,
7257,"MAAROUFI, Tarek Ben Habib Ben Al-Toumi",individual,SDGT,
7258,"REMADNA, Abdelhalim",individual,SDGT,
7259,"THAER, Mansour",individual,SDGT,
7260,"TLILI, Al-Azhar Ben Ammar Ben Abadallah",individual,SDGT,
7261,"WADDANI, Habib",individual,SDGT,
7262,EASTERN TURKISTAN ISLAMIC MOVEMENT,entity,SDGT,EASTERN TURKISTAN ISLAMIC PARTY; ETIM; ETIP
7263,"JULAIDAN, Wa'el Hamza Abd Al-Fatah",individual,SDGT,"JALADIN, Wa'el Hamza; JALADIN, Wa'il Hamza; JALAIDAN, Wa'el Hamza; JALAIDAN, Wa'il Hamza; JULAIDAN, Wa'il Hamza; JULAYDAN, Wa'el Hamza; JULAYDAN, Wa'il Hamza; JILDAN, Wail H.A."
7264,"BAHAJI, Said",individual,SDGT,
7265,"BINALSHIBH, Ramzi Mohammed Abdullah",individual,SDGT,"BIN AL SHIBH, Ramzi; BINALSHEIDAH, Ramzi Mohamed Abdullah; OMAR, Ramzi Mohammed Abdellah"
7266,"EL MOTASSADEQ, Mounir",individual,SDGT,
7267,"ESSABAR, Zakarya",individual,SDGT,"ESSABAR, Zakariya"
7268,TUNISIAN COMBAT GROUP,entity,SDGT,GCT; GROUPE COMBATTANT TUNISIEN; JAMA'A COMBATTANTE TUNISIEN; TUNISIAN COMBATANT GROUP
7269,"GLOBAL RELIEF FOUNDATION, INC.",entity,SDGT,
7270,"GLOBAL RELIEF FOUNDATION, INC.",entity,SDGT,"FONDATION SECOURS MONDIAL A.S.B.L.; FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.; FONDATION SECOURS MONDIAL-KOSOVA; FONDATION SECOURS MONDIAL VZW; FONDATION SECOURS MONDIAL 'WORLD RELIEF'; STICHTING WERELDHULP-BELGIE, V.Z.W.; SECOURS MONDIAL DE FRANCE"
7280,JEMAA ISLAMIYAH,entity,FTO; SDGT,JEMA'A ISLAMIYAH; JEMA'A ISLAMIYYA; JEMA'A ISLAMIYYAH; JEMA'AH ISLAMIYAH; JEMA'AH ISLAMIYYAH; JEMAA ISLAMIYA; JEMAA ISLAMIYYA; JEMAA ISLAMIYYAH; JEMAAH ISLAMIAH; JEMAAH ISLAMIYAH; JEMAAH ISLAMIYYAH
7281,"GOMEZ BUSTAMANTE, Luis Hernando",individual,SDNT,
7282,"MONTOYA SANCHEZ, Diego Leon",individual,SDNT,
7283,AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,entity,SDNT,
7284,AGROPECUARIA MIRALINDO S.A.,entity,SDNT,
7285,ARIZONA S.A.,entity,SDNT,
7286,GANADERIA EL VERGEL LTDA.,entity,SDNT,
7287,GANADERIAS BILBAO LTDA.,entity,SDNT,
7288,INMOBILIARIA EL ESCORIAL LTDA.,entity,SDNT,
7289,INMOBILIARIA LINARES LTDA.,entity,SDNT,
7290,INMOBILIARIA PASADENA LTDA.,entity,SDNT,
7291,INVERSIONES LA QUINTA Y CIA. LTDA.,entity,SDNT,
7292,LADRILLERA LA CANDELARIA LTDA.,entity,SDNT,
7293,MONTOYA LUNA E HIJOS Y CIA. S.C.S.,entity,SDNT,
7294,ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.,entity,SDNT,
7295,VISCAYA LTDA.,entity,SDNT,VIZCAYA LTDA.
7302,"GOMEZ APONTE, Laura Victoria",individual,SDNT,
7303,"GOMEZ GOMEZ, Viviana",individual,SDNT,
7304,"GOMEZ JARAMILLO, Olga Cecilia",individual,SDNT,
7308,"HURTADO ROMERO, Jairo Jose",individual,SDNT,
7313,"MONTOYA SANCHEZ, Eugenio",individual,SDNT,"CARVAJAL TAFURT, Hector Fabio"
7314,"MONTOYA SANCHEZ, Juan Carlos",individual,SDNT,
7316,"RUIZ CASTANO, Maria Helena",individual,SDNT,
7317,"ECHEBERRIA SIMARRO, Leire",individual,SDGT,
7318,"ECHEGARAY ACHIRICA, Alfonso",individual,SDGT,
7320,"VALLEJO FRANCO, Inigo",individual,SDGT,
7321,BENEVOLENCE INTERNATIONAL FOUNDATION,entity,SDGT,AL BIR AL DAWALIA; BIF-USA; MEZHDUNARODNYJ BLAGOTVORITEL'NYJ FOND
7322,BENEVOLENCE INTERNATIONAL FUND,entity,SDGT,BENEVOLENT INTERNATIONAL FUND; BIF-CANADA
7323,BOSANSKA IDEALNA FUTURA,entity,SDGT,BECF CHARITABLE EDUCATIONAL CENTER; BENEVOLENCE EDUCATIONAL CENTER; BIF-BOSNIA; BOSNIAN IDEAL FUTURE
7324,MOROCCAN ISLAMIC COMBATANT GROUP,entity,SDGT,GICM; GROUPE ISLAMIQUE COMBATTANT MAROCAIN
7325,LAJNAT AL DAAWA AL ISLAMIYYA,entity,SDGT,ISLAMIC CALL COMMITTEE; LAJNA ALDAWA ALISALMIAH; LAJNA ALDAWA ALISLAMIA; LAJNA ALDAWA ALISLAMIYA; LAJNAT AL D'AWA AL ISLAMIAK; LAJNAT AL DAAWA AL ISLAMIYA; LAJNAT AL DAWA; LAJNAT AL DAWA AL ISLAMIA; LAJNAT ALDAWA AL ISLAMIAH; LAJNAT ALDAWA ALISLAMIA
7326,"SAYADI, Nabil Abdul Salam",individual,SDGT,
7328,"ISAMUDDIN, Nurjaman Riduan",individual,SDGT,"ISOMUDDIN, Riduan; NURJAMAN, Encep"
7329,"ABDURRAHMAN, Mohamad Iqbal",individual,SDGT,"A RAHMAN, Mohamad Iqbal; ABDURRAHMAN, Abu Jibril; RAHMAN, Mohamad Iqbal; MUQTI, Fihiruddin; MUQTI, Fikiruddin; ABDUL RAHMAN, Mohamad Iqbal"
7330,STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,entity,SDGT,BENEVOLENCE INTERNATIONAL NEDERLAND; STG.BENEVOLENCE INTERNATIONAL NEDERLAND
7331,LASHKAR I JHANGVI,entity,FTO; SDGT,LASHKAR E JHANGVI; LASHKAR-I-JHANGVI; LASHKAR E JHANGVI AL-ALAMI; LASHKAR E JHANGVI AL-ALMI; LEJ AL-ALAMI
7471,"HEKMATYAR, Gulbuddin",individual,SDGT,"HEKHMARTYAR, Gulbuddin; HEKMATIAR, Gulbuddin; HEKMATYAR, Gulabudin; HEKMETYAR, Gulbudin; HIKMETYAR, Golboddin; KHEKMATIYAR, Gulbuddin"
7472,ANSAR AL-ISLAM,entity,FTO; SDGT,JUND AL-ISLAM; ANSAR AL-SUNNA; ANSAR AL-SUNNA ARMY; JAISH ANSAR AL-SUNNA
7473,THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,entity,SDGT,RIYADH-AS-SALIHEEN; RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF SHAHIDS (MARTYRS); RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION; THE SABOTAGE AND MILITARY SURVEILLANCE GROUP OF THE RIYADH AL-SALIHIN MARTYRS
7474,THE SPECIAL PURPOSE ISLAMIC REGIMENT,entity,SDGT,ISLAMIC REGIMENT OF SPECIAL MEANING; THE AL-JIHAD-FISI-SABILILAH SPECIAL ISLAMIC REGIMENT; THE ISLAMIC SPECIAL PURPOSE REGIMENT
7475,THE ISLAMIC INTERNATIONAL BRIGADE,entity,SDGT,INTERNATIONAL BATTALION; ISLAMIC PEACEKEEPING INTERNATIONAL BRIGADE; PEACEKEEPING BATTALION; THE INTERNATIONAL BRIGADE; THE ISLAMIC PEACEKEEPING ARMY; THE ISLAMIC PEACEKEEPING BRIGADE
7489,"CHIWENGA, Constantino Guveya",individual,GLOMAG,"CHIWENGA, Constantino; CHIWENGA, Constantine Gureya; CHIWENGA, Constantino D.N.G."
7513,"MNANGAGWA, Emmerson Dambudzo",individual,GLOMAG,"MNANGAGWA, Emmerson"
7522,"MUCHINGURI, Oppah Charm Zvipange",individual,GLOMAG,"MUCHINGURI, Oppah; MUCHINGURI, Oppah Chamu Zvipange; MUCHINGURI KASHIRI, Oppah Chamu Zvipange"
7574,"VALENCIA TRUJILLO, Joaquin Mario",individual,SDNT,
7576,BANANERA AGRICOLA S.A.,entity,SDNT,BANAGRICOLA S.A.
7579,CIA. MINERA DAPA S.A.,entity,SDNT,
7580,COMPANIA DE FOMENTO MERCANTIL S.A.,entity,SDNT,
7581,CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,entity,SDNT,CONPUERTO S.A.
7583,CREDISA S.A.,entity,SDNT,COMERCIALIZADORA AUTOMOTRIZ S.A.
7584,CRIADERO LA LUISA E.U.,entity,SDNT,INDUSTRIA AGROPECUARIA SANTA ELENA LTDA.
7585,DRAGADOS Y MUELLES GAVIOTA LTDA.,entity,SDNT,
7589,GRANJA LA SIERRA LTDA.,entity,SDNT,
7590,GRAN MUELLE S.A.,entity,SDNT,
7593,MIRA E.U.,entity,SDNT,
7595,OCCIDENTAL DE PAPELES LTDA.,entity,SDNT,OCCIPAPEL LTDA.
7598,SERVICIO AEREO DE SANTANDER E.U.,entity,SDNT,S.A.S. E.U.
7600,UNIDAS S.A.,entity,SDNT,
7631,TODOBOLSAS Y COLSOBRES,entity,SDNT,RODRIGUEZ CARRENO LTDA. TODO BOLSAS Y COLSOBRES
7637,AL-AQSA FOUNDATION,entity,SDGT,AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA E.V.; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; FORENINGEN AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; STICHTING AL-AQSA; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF
7638,AL-AQSA E.V.,entity,SDGT,AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA FOUNDATION; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; FORENINGEN AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; STICHTING AL-AQSA; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF
7639,STICHTING AL-AQSA,entity,SDGT,AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA E.V.; AL-AQSA FOUNDATION; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; FORENINGEN AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF
7640,FORENINGEN AL-AQSA,entity,SDGT,AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA E.V.; AL-AQSA FOUNDATION; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; STICHTING AL-AQSA; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF
